model,phenomenon,layer,metric,n,spearman_rho,spearman_p,spearman_ci_lo,spearman_ci_hi,pearson_r,pearson_p,pearson_ci_lo,pearson_ci_hi,spearman_q,pearson_q
mistralai/Mistral-7B-Instruct-v0.3,negation,24,delta_cos,1500,0.04178890273582709,0.10569822480631415,-0.01424303593516924,0.09673969243224853,0.06695858929803274,0.00948541684910354,0.0008393611576679395,0.12337431691035963,0.14093096640841887,0.013179737095596496
mistralai/Mistral-7B-Instruct-v0.3,negation,24,delta_frob,1500,0.023692799432805393,0.3591521164590088,-0.031158683919910037,0.07977401635355608,0.07273265371322474,0.004827740807263356,0.00679188098674749,0.13138210409126988,0.4158603453735892,0.007302572563721318
mistralai/Mistral-7B-Instruct-v0.3,negation,24,delta_l2,1500,0.038619673990531546,0.13490286800433338,-0.008336246283769364,0.08760611793260208,0.06445909271442803,0.01252469210937715,0.008872196787952157,0.11910191795365724,0.17544018302041386,0.016688394003210344
mistralai/Mistral-7B-Instruct-v0.3,negation,24,delta_token_aligned,1500,-0.1003870245502819,9.837185999626846e-05,-0.14322655344074786,-0.045845040921018806,-0.1071760563088299,3.1903456318616285e-05,-0.1538574457364494,-0.05422986099604657,0.00020131915534120058,7.077741569844286e-05
mistralai/Mistral-7B-Instruct-v0.3,negation,25,delta_cos,1500,0.0462014688026112,0.07364079226066365,-0.0069305331652738025,0.09967831622353128,0.06735791345367591,0.009066139583781451,0.0010326256546420544,0.12425575432324033,0.10257959856643405,0.012731174734671825
mistralai/Mistral-7B-Instruct-v0.3,negation,25,delta_frob,1500,0.02713910602507738,0.29352952264045595,-0.034115049951977026,0.086123301121868,0.07194125050480175,0.005310623958678949,0.006825311000864548,0.128745825800367,0.3490621350318936,0.00792093065023301
mistralai/Mistral-7B-Instruct-v0.3,negation,25,delta_l2,1500,0.04201489424870088,0.10382387351449111,-0.005061924686665329,0.08712883519047718,0.06441918861583291,0.012579509116056282,0.00866726310720288,0.11598856893683517,0.13913453100419115,0.016688394003210344
mistralai/Mistral-7B-Instruct-v0.3,negation,25,delta_token_aligned,1500,-0.09288226235178253,0.0003156512297127425,-0.1382651824285437,-0.03538045708476848,-0.10665888646357954,3.484441526573116e-05,-0.15488023699207812,-0.05464047416328668,0.000586844539747634,7.540102975535267e-05
mistralai/Mistral-7B-Instruct-v0.3,negation,26,delta_cos,1500,0.048655205066357135,0.059571351618612316,-0.00652183702719328,0.10022895122137483,0.07294903309049605,0.004702812160763873,0.005661917004280038,0.12928844831372563,0.08455288616835296,0.007176545725096316
mistralai/Mistral-7B-Instruct-v0.3,negation,26,delta_frob,1500,0.031052357426413203,0.2293868231166858,-0.027314802520130622,0.08949363114411536,0.078547977895894,0.002332081455676556,0.012764397072650036,0.1349853197048605,0.27906968342306476,0.0038479344018663175
mistralai/Mistral-7B-Instruct-v0.3,negation,26,delta_l2,1500,0.04330559165438516,0.09361942062619849,-0.008796819450897591,0.08706515639675216,0.06560655141423492,0.01103618449296733,0.01138520226635223,0.11726847640284246,0.12674629254008413,0.015018312918264819
mistralai/Mistral-7B-Instruct-v0.3,negation,26,delta_token_aligned,1500,-0.08990844286843383,0.0004897540081000032,-0.13443582755821654,-0.03272700921340888,-0.10621360705668922,3.7580903195123905e-05,-0.15375435926834627,-0.05413611351951711,0.0008450657394666721,8.066145076026594e-05
mistralai/Mistral-7B-Instruct-v0.3,negation,27,delta_cos,1500,0.045610164640292696,0.07740919266605398,-0.011090767170408643,0.09541739596291979,0.07180369901063594,0.005398864695946566,0.005256193721701548,0.12965427566367432,0.10643763991582422,0.00800730494230277
mistralai/Mistral-7B-Instruct-v0.3,negation,27,delta_frob,1500,0.031701147884973,0.2197981494799566,-0.028545839585387853,0.0868956396186434,0.0771150331995342,0.002802462451058584,0.01215560752027801,0.13394849986248938,0.2686421826977247,0.004511281018777233
mistralai/Mistral-7B-Instruct-v0.3,negation,27,delta_l2,1500,0.03743589944159901,0.14728580701459612,-0.012896005276033125,0.08066523337464711,0.06336168053714172,0.014111676140561705,0.008172593202042343,0.11572805550067662,0.18708030620790853,0.018352130547331477
mistralai/Mistral-7B-Instruct-v0.3,negation,27,delta_token_aligned,1500,-0.09240362052525032,0.0003390698197571193,-0.1352450918288177,-0.03444858703235515,-0.10681981426089392,3.390277573635874e-05,-0.15377096111824995,-0.05447598449168522,0.0006259750518592971,7.39696925156918e-05
mistralai/Mistral-7B-Instruct-v0.3,negation,28,delta_cos,1500,0.048661234953306584,0.05953973661677569,-0.009826615456039266,0.10140387976948313,0.07081938478471184,0.0060698831676526495,-0.0001275883415374615,0.13253705038181848,0.08455288616835296,0.00890249531255722
mistralai/Mistral-7B-Instruct-v0.3,negation,28,delta_frob,1500,0.039468656833167706,0.12652854791354773,-0.022016923260858044,0.09363283225421917,0.07789015738646954,0.0025382412885446254,0.010596464211580597,0.13431413014696708,0.16536404281770595,0.00411101656549559
mistralai/Mistral-7B-Instruct-v0.3,negation,28,delta_l2,1500,0.04345417178309062,0.09249818265213879,-0.007438271803146027,0.0865525836409157,0.06358510424172996,0.013774910377763317,0.00902690176230035,0.11711818095657983,0.12587381556785895,0.01809122121588697
mistralai/Mistral-7B-Instruct-v0.3,negation,28,delta_token_aligned,1500,-0.08913708340844761,0.0005477101791629852,-0.12826876675654886,-0.031234419047428866,-0.1055385971475599,4.212090412246354e-05,-0.15238677637024017,-0.0530993393611317,0.0009389317357079747,8.967676361556753e-05
mistralai/Mistral-7B-Instruct-v0.3,negation,29,delta_cos,1500,0.046475474623066004,0.07194607408147187,-0.011566773769497335,0.09650074340222951,0.06672927493141585,0.009733921456361778,-0.00469537821535662,0.1287658845934832,0.10103065722079027,0.013454216044395336
mistralai/Mistral-7B-Instruct-v0.3,negation,29,delta_frob,1500,0.04128304583652593,0.10999092860876679,-0.01874311699218304,0.09343948356061793,0.07271046384232871,0.00484072044943648,0.0043579225685111194,0.12917519157289603,0.14591761383273583,0.007302572563721318
mistralai/Mistral-7B-Instruct-v0.3,negation,29,delta_l2,1500,0.03798265952472805,0.1414625752393346,-0.014284484553215213,0.08149214658847506,0.05801426225002711,0.02464628234191617,0.0013525164027961075,0.11485741581567911,0.18129184399604042,0.03143293979838584
