model,phenomenon,layer,metric,spearman_ci_lo,spearman_ci_hi,pearson_ci_lo,pearson_ci_hi
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,3,delta_token_aligned,0.0656681230377282,0.17180417650136684,0.07029842929182277,0.18217333116222906
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,4,delta_cos,0.22654341890242766,0.33134118161581394,0.2420567434406459,0.3408282272498724
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,4,delta_frob,0.25353323781789744,0.3560957665196039,0.27789820481652616,0.37104274262217823
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,4,delta_l2,0.24335610571672509,0.34044173933610344,0.274723919964428,0.37231779833690987
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,4,delta_token_aligned,0.11857967065869135,0.2249714198858353,0.10263115442764602,0.2167187470401634
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,5,delta_cos,0.23285712817296214,0.33618105717603103,0.22419836329819406,0.3215021486973564
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,5,delta_frob,0.2646724169433345,0.3646354163001559,0.2679851674976905,0.3605578905677085
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,5,delta_l2,0.24848876189327931,0.34823000697065215,0.2639473610731996,0.36525406900127616
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,5,delta_token_aligned,0.14577527121749623,0.25097219310883334,0.12117428251342982,0.22602500015838053
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,6,delta_cos,0.25263785272683315,0.349317052796161,0.22884590655593293,0.3242403645871246
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,6,delta_frob,0.2766642756382261,0.36769703475902366,0.26117497309914267,0.35031674020892584
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,6,delta_l2,0.2654495897955679,0.36270325199949277,0.26892560899780216,0.36620485583371554
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,6,delta_token_aligned,0.16497809993279106,0.2620121029550868,0.12448315339485336,0.2312649958224041
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,7,delta_cos,0.2524692130951353,0.3478749638436013,0.2264110079178608,0.31957330734402434
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,7,delta_frob,0.2629273272142097,0.3546325403342973,0.24698119552483813,0.3362316442464737
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,7,delta_l2,0.2624841043514434,0.3590386759508385,0.2629734041873801,0.3631454991626233
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,7,delta_token_aligned,0.14840666419543003,0.24797443518001158,0.09809207378470935,0.20514294678918782
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,8,delta_cos,0.20354870566921865,0.2956213373737292,0.17156432411929684,0.2630146371990654
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,8,delta_frob,0.20773728378880438,0.2997405560758799,0.18013693635654768,0.26932611035064213
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,8,delta_l2,0.21925698323630552,0.3122939138144611,0.20691035562299234,0.3065667934786999
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,8,delta_token_aligned,0.11630135722374656,0.21820510496391865,0.05455161666966736,0.16250428616037835
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,9,delta_cos,0.20981106689170484,0.3034607740255905,0.16096061270651674,0.2550634937732155
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,9,delta_frob,0.21404923502847084,0.3043514417592064,0.1717990362996255,0.26452579718578645
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,9,delta_l2,0.2172757689493184,0.3089961729183847,0.1988526224352072,0.2983797589387297
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,9,delta_token_aligned,0.10068186876043829,0.19892253426274895,0.0460445259543148,0.14848088556748998
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,10,delta_cos,0.19899381922560433,0.2919380039297019,0.15277799226824443,0.24453172768776116
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,10,delta_frob,0.20900098783538604,0.29583731147330733,0.15766939066836455,0.25266449339021035
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,10,delta_l2,0.2082936027803339,0.3021603863275795,0.1873364629657793,0.29047704497028115
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,10,delta_token_aligned,0.09012527951633423,0.1884032056617168,0.03267098986202452,0.1343884266382458
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,11,delta_cos,0.1961343422928355,0.2901690898061968,0.1427522495911177,0.23457614924021236
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,11,delta_frob,0.20778690409085454,0.2957326228708017,0.14718790820885386,0.23877719357116264
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,11,delta_l2,0.2057928442368478,0.2948733748904099,0.17928251901694528,0.27807221825700495
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,11,delta_token_aligned,0.07009751883240688,0.17142579878207703,0.010490858540064601,0.10887169230966023
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,12,delta_cos,0.18656082222417353,0.2834934367368872,0.13877532026848663,0.2285104367180059
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,12,delta_frob,0.2058780163369442,0.2960982758276555,0.14269925205698492,0.2383238686044858
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,12,delta_l2,0.1968140439326747,0.28829029759611463,0.1707422500908375,0.26720233601022997
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,12,delta_token_aligned,0.07094166455260477,0.17382202262988009,0.010210345072656888,0.11265275835166759
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,13,delta_cos,0.18553181062506563,0.28382761289758346,0.13641964652478167,0.22758586031042907
